objectnummer,titel,geografisch_trefwoord,qid
NG-2009-124-4-3,Vakantie in Zwitserland,Zwitserland,
NG-2009-124-5-1,Vakantie in Zwitserland,Zwitserland,
NG-2009-124-4-4,Vakantie in Zwitserland,Zwitserland,
NG-2009-124-6-1,Vakantie in Zwitserland,Zwitserland$Vitznau,
NG-2009-124-6-2,Vakantie in Zwitserland,Zwitserland$Vitznau,
NG-2009-124-6-3,Vakantie in Zwitserland,Zwitserland,
NG-2009-124-7-1,Vakantie in Zwitserland,Zwitserland,
NG-2009-124-7-2,Vakantie in Zwitserland,Zwitserland,
NG-2009-124-8-1,Vakantie in Zwitserland,Zwitserland,
NG-2009-124-8-2,"Boot Major Davel aan de steiger van Montreux op het Meer van Genève, Zwiterland",Montreux$Zwitserland,
NG-2009-124-14,Albumblad met zes foto's,,
NG-2009-124-18-3,Cultuurtuin in Paramaribo,Cultuurtuin,
NG-2009-124-18-4,"Post Leyden, Paramaribo",Paramaribo (stad)$Post Leyden,
NG-2009-124-19-1,"Post Leyden, Paramaribo",Paramaribo (stad)$Post Leyden,
NG-2009-124-19-3,Boten op de Suriname rivier,Surinamerivier,
NG-2011-18-28-1,Gezicht op een fabriek in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-2,Gezicht op een vluchtelingenkamp bij Paramaribo,Paramaribo (stad),
NG-2011-18-28-3,Meisje in een raamkozijn op de plantage Mariënburg in Suriname,Plantage Mariënburg,
NG-2011-18-28-4,Jongen op een bank voor een huis in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-5,Mannen aan het werk in een houtzagerij in Nickerie in Suriname,Nickerie,
NG-2011-18-28-6,Drie kinderen in de opening van een steeg tussen huizen in Paramaribo,Paramaribo (stad),
NG-2011-18-28-7,"Gezicht op een straat met militairen in Paramaribo, met daarachter een familie die toekijkt vanuit een raamkozijn",Paramaribo (stad),
NG-2011-18-28-8,Portret van een meisje en een jongen uit Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-10,Gezicht op een man op een fiets en een verkeersbord in Moengo,Moengo,
NG-2011-18-28-11,Jongen met een schooltas voor een huis in Paramaribo,Paramaribo (stad),
NG-2011-18-28-13,Gezicht op een ongebruikte locomotief in een landschap in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-14,Gezicht op regenwoud en vermoedelijk een stuk gekapt bos in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-15,Gezicht op de Rosakerk in Paramaribo,Rosakerk,
NG-2011-18-28-16,Gezicht op een kapel onder palmbomen in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-17,Gezicht op een fabriek in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-18,Interieur van een fabriek in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-19,Gezicht op een houtfabriek van Philips aan een rivier in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-20,Aankondiging van werkzaamheden aan de weg tussen Burnside en Wageningen in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-21,"Portret van Michaël Slory met op zijn schoot een manuscript met handgeschreven teksten en een foto van Frank Rijkaard, Ruud Gullit en Marco van Basten",Suriname (Zuid-Amerika),
NG-2011-18-28-22,Gezicht op een verkeersbord en een reclamebord voor Vesu veevoer in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-23,Gezicht op het Oranjeplein met een standbeeld van Wilhelmina in Paramaribo,Oranjeplein (Paramaribo),
NG-2011-18-28-25,Dansende mensen in de Bijlmer na de onafhankelijkheid van Suriname,Bijlmer,
NG-2011-18-28-26,"Portret van een onbekende, lachende man in Suriname die klaar is om te zwemmen in een rivier",Suriname (Zuid-Amerika),
NG-2011-18-28-28,Bewaker en een schipper op een veerboot op de Coppename in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-29,Jan Pronk op Johan Adolf Pengel International Airport in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-30,Gezicht op het Onafhankelijkheidsplein met een standbeeld van Jopie Pengel in Paramaribo,Onafhankelijkheidsplein,
NG-2011-18-28-35,Gezicht op het Oranjeplein met een standbeeld van Jopie Pengel in Paramaribo,Oranjeplein (Paramaribo),
NG-2011-18-28-36,Henck Arron en plaatselijke bestuurders in Asidonopo tijdens een informatiebijeenkomst over de naderende onafhankelijkheid van Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-37,Familie bij het graf van André Rudie Kamperveen die omkwam bij de Decembermoorden in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-39,Voetbalelftal in Suriname met in het midden Desi Bouterse,Suriname (Zuid-Amerika),
NG-2011-18-28-38,Johnny en Helen Kamperveen rouwen om de dood van André Kamperveen die omkwam bij de Decembermoorden in Suriname,Paramaribo (stad),
NG-2011-18-28-40,"Johnny en Helen Kamperveen en Nirmala Rambocus op het Johan Adolf Pengel International Airport in Paramaribo, alle drie zijn ze familieleden van mensen die omkwamen bij de Decembermoorden in Suriname",Paramaribo (stad),
NG-2011-18-28-41,Vrouw bij een herdenking van de slachtoffers van de Decembermoorden in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-42,Moeder van Frank Wijngaarde op de begraafplaats Annette's Hof in Paramaribo tijdens een herdenking van de Decembermoorden in Suriname,Paramaribo (stad),
NG-2011-18-28-43,Hans Prade loopt mee in een herdenking van de Decembermoorden in Suriname,Paramaribo (stad),
NG-2011-18-28-44,Desi Bouterse met een zonnebril op en één vuist in de lucht omringd door mensen,Suriname (Zuid-Amerika),
NG-2011-18-28-45,"Jagernath Lachmon, Henck Arron en Desi Bouterse en Laurens Neede in legerkleding op een bijeenkomst",Suriname (Zuid-Amerika),
NG-2011-18-28-46,Portret van Desi Bouterse met een zonnebril,Suriname (Zuid-Amerika),
NG-2011-18-28-47,Portret van Desi Bouterse met een zonnebril en in legerkleding,Suriname (Zuid-Amerika),
NG-2011-18-28-48,Desi Bouterse tijdens een verkiezingstoespraak,Suriname (Zuid-Amerika),
NG-2011-18-28-49,Desi Bouterse tijdens een verkiezingstoespraak,Suriname (Zuid-Amerika),
NG-2011-18-28-50,Desi Bouterse danst op straat op de Onafhankelijkheidsdag van Suriname in Paramaribo,Paramaribo (stad),
NG-2011-18-28-51,Desi Bouterse en zijn manschappen in de Memre Boekoe-kazerne in Paramaribo,Paramaribo (stad),
NG-2011-18-28-52,Desi Bouterse dept zijn ogen droog achter een microfoon,Suriname (Zuid-Amerika),
NG-2011-18-28-53,Desi Bouterse viert vermoedelijk een verkiezingsoverwinning,Suriname (Zuid-Amerika),
NG-2011-18-28-54,Desi Bouterse danst op straat op de Onafhankelijkheidsdag van Suriname in Paramaribo,Paramaribo (stad),
NG-2011-18-28-55,Desi Bouterse en Jules Wijdenbosch lachend op straat,Suriname (Zuid-Amerika),
NG-2011-18-28-56,Man met een vogel in een kooi op straat in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-57,Kinderen en een vrouw in een opvang in Paramaribo$Kinderen en een vrouw in een opvang voor indianen in Paramaribo,Paramaribo (stad),
NG-2011-18-28-58,Mannen in uniform en Marrons in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-59,Vrouw bij de grenscontrole van een vliegveld in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-60,Vrouw doet de afwas in een open raam van een huis op de plantage Mariënburg,Plantage Mariënburg,
NG-2011-18-28-61,Twee vrouwen maken zichzelf buiten mooi voor huizen in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-62,Drie mannen en twee meisjes op een trap van een huis op de plantage Slootwijk in Suriname,Slootwijk,
NG-2011-18-28-63,Portret van een onbekende vrouw met haar hand op een bijbel en in haar haar krulspelden,Suriname (Zuid-Amerika),
NG-2011-18-28-64,Man houdt een boor vast van het winnen van bauxiet door de Billiton Maatschappij in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-65,Portret van een onbekende man met een zonnebril en twee tatoeages op zijn borst,Suriname (Zuid-Amerika),
NG-2011-18-28-66,Mannen aan het werk bij de winning van bauxiet door de Billiton Maatschappij in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-67,Jongens en meisjes op straat in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-68,"Dubbelportret van twee onbekende mannen in Suriname, één met een pijp en de ander met een pet op",Suriname (Zuid-Amerika),
NG-2011-18-28-69,Man aan het werk bij de winning van bauxiet door de Billiton Maatschappij in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-70,Mannen voor liftschachten in een bauxietmijn van de Billiton Maatschappij in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-71,Vrouw met een kind in Bigi Poika,Bigi Poika,
NG-2011-18-28-72,Twee vrouwen voor een tijdelijk onderkomen voor Marrons in Paramaribo,Paramaribo (stad),
NG-2011-18-28-73,Portret van een naakte jongen in het water in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-74,Twee vrouwen in het water en een vrouw op de wortels van een mangrove in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-75,Henck Arron wordt onthaald door plaatselijke bewoners uit Asidonopo en Lantiwe tijdens een informatiecampagne over de naderende onafhankelijkheid van Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-76,Gezicht op een werkplaats waar een treinlocomotief wordt gereviseerd in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-77,Dubbelportret van een kapitein in uniform en een Marron voor huizen in het regenwoud van Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-78,Gezicht op een brand in Paramaribo,Paramaribo (stad),
NG-2011-18-28-79,Gezicht op een brand in Paramaribo die wordt geblust,Paramaribo (stad),
NG-2011-18-28-80,Gezicht op een brand in Paramaribo die wordt geblust,Paramaribo (stad),
NG-2011-18-28-81,Gezicht op een landschap met water en bos in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-82,Gezicht op een marktkraam naast een kantoor van het Ministerie van Economische Zaken in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-83,Vrouw met een wandelstok en een hoed op straat in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-84,Gezicht op een vestiging van het Leger des Heils in Suriname met mensen op de stoep,Suriname (Zuid-Amerika),
NG-2011-18-28-85,Gezicht op Johan Adolf Pengel International Airport in Paramaribo met een kapot vliegtuig,Paramaribo (stad),
NG-2011-18-28-86,Jongen die op straat sigaretten verkoopt in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-87,Gezicht op een straat in Suriname met een spandoek met een oproep om te werken bij het houtbedrijf Suhim,Suriname (Zuid-Amerika),
NG-2011-18-28-88,Gezicht op een winkel in Suriname met mensen zittend op de stoep,Suriname (Zuid-Amerika),
NG-2011-18-28-89,Portret van een meisje aan het water in Suriname,Suriname (Zuid-Amerika),
NG-2011-18-28-90,Verkiezingsbijeenkomst van de Nationale Democratische Partij in Albina,Albina,
NG-2011-18-28-91,Gezicht op Johan Adolf Pengel International Airport in Paramaribo met een kapot vliegtuig,Paramaribo (stad),
NG-2011-18-28-92,Gezicht op een huis aan de Kwattaweg in Paramaribo met een man die kijkt door een open raam,Paramaribo (stad)$Kwattaweg,
RP-T-BR-2017-1-5-19,Halsbandcotinga (Cotinga cayana),,
RP-F-2016-46-10,Hindostaanse jongen op een erf in Paramaribo$Willem Diepraam Monografie,Paramaribo (stad),
NG-2015-4-19,Vogelvluchtperspectief Paramaribo$,Suriname (Zuid-Amerika),
NG-2015-4-1-1,"Fotoportret van een gekleurde man, waarschijnlijk Charles Douglas.",Suriname (Zuid-Amerika)$Paramaribo (stad)$Nickerie$Albina$Mariënburg (Suriname)$Plantage Brouwerslust$Para$Coronie,
RP-F-2016-139-116,Straat in Suriname,Suriname (Zuid-Amerika),
RP-F-2016-139-117,Paramaribo,Paramaribo (stad),
RP-F-2016-139-131,"Suriname, Popti Djari",Suriname (Zuid-Amerika),
NG-2015-4-1-2,Gouvernements-Hotel,Suriname (Zuid-Amerika)$Paramaribo (stad)$Gouvernements Hotel,
NG-2015-4-1-3,"Gezicht op de haven van Paramaribo, Koffiewaag, K.W.I.M..ST",Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2015-4-1-4,"Gezicht op de haven van Paramaribo, Koffiewaag, K.W.I.M..ST",Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2015-4-1-5,Gezicht op haven van Paramaribo,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2015-4-1-6,Gezicht op haven van Paramaribo,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2015-4-1-7,Hoek Gravenstraat en Gouvernementplein,Suriname (Zuid-Amerika)$Paramaribo (stad)$Gravenstraat (Paramaribo)$Gouvernementsplein,
NG-2015-4-1-8,Gouvernementstuin,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2015-4-1-9,Gouvernementstuin,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2015-4-1-10,Grote Combéweg,Suriname (Zuid-Amerika)$Paramaribo (stad)$Grote Combéweg,
NG-2015-4-1-11,"Gouvernementsplein, Parade",Suriname (Zuid-Amerika)$Paramaribo (stad)$Gouvernementsplein,
NG-2015-4-1-12,"Officierswoningen, Fort Zeelandia",Suriname (Zuid-Amerika)$Paramaribo (stad)$Fort Zeelandia (Paramaribo),
NG-2015-4-1-13,"Gouvernements Hotel, optocht d. Goudindustrie",Suriname (Zuid-Amerika)$Paramaribo (stad)$Gouvernements Hotel,
NG-2015-4-1-14,"Fort Zeelandia, Kazerne",Suriname (Zuid-Amerika)$Paramaribo (stad)$Fort Zeelandia (Paramaribo),
NG-2015-4-1-15,Parkgebouw,Suriname (Zuid-Amerika)$Paramaribo (stad)$Het Park,
NG-2015-4-1-16,"R.K. Kerk, Gravenstraat",Suriname (Zuid-Amerika)$Paramaribo (stad)$Gravenstraat (Paramaribo)$Sint-Petrus-en-Pauluskathedraal,
NG-2015-4-1-17,"Gouvernementsgebouwen, plein",Suriname (Zuid-Amerika)$Paramaribo (stad)$Gouvernementspaleis$Gouvernementsplein,
NG-2015-4-1-18,"Heerenstraat, hoek Oranjestraat",Suriname (Zuid-Amerika)$Paramaribo (stad)$Heerenstraat (Paramaribo)$Oranjestraat$Onafhankelijkheidsplein,
NG-2015-4-1-19,"Militair hospitaal, apotheek",Suriname (Zuid-Amerika)$Paramaribo (stad)$'s Lands Hospitaal,
NG-2015-4-1-20,"Militair hospitaal, staff 1899",Suriname (Zuid-Amerika)$Paramaribo (stad)$'s Lands Hospitaal,
NG-2015-4-1-21,"Krankzinnigengesticht, binnenplaats",Suriname (Zuid-Amerika)$Paramaribo (stad)$Plantage Wolfenbuttel$Wolfenbüttel (instelling),
NG-2015-4-1-22,"Krankzinnigengesticht, achterzyde",Suriname (Zuid-Amerika)$Paramaribo (stad)$Wolfenbüttel (instelling),
NG-2015-4-1-23,Militair hospitaal,Suriname (Zuid-Amerika)$Paramaribo (stad)$'s Lands Hospitaal,
NG-2015-4-1-24,Garnizoens Apotheek,Suriname (Zuid-Amerika)$Paramaribo (stad)$'s Lands Hospitaal,
NG-2015-4-1-25,Tamarindelaan,Suriname (Zuid-Amerika)$Paramaribo (stad)$Tamarindelaan,
NG-2015-4-1-26,Norderkerkstraat & Surinaamsche Bank,"Suriname (Zuid-Amerika)$Paramaribo (stad)$Noorderkerkstraat$Gravenstraat (Paramaribo)$Surinaamsche Bank, De",
NG-2015-4-1-27,Gravenstraat by de Pastorie,Suriname (Zuid-Amerika)$Paramaribo (stad)$Gravenstraat (Paramaribo),
NG-2015-4-1-28,Maagdenstraat,Suriname (Zuid-Amerika)$Paramaribo (stad)$Maagdenstraat,
NG-2015-4-1-29,Post en telefoonkantoor,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2015-4-1-30,Heerenstraat,Suriname (Zuid-Amerika)$Paramaribo (stad)$Heerenstraat (Paramaribo),
NG-2015-4-1-31,Ingang Fort Zeelandia,Suriname (Zuid-Amerika)$Paramaribo (stad)$Fort Zeelandia (Paramaribo),
NG-2015-4-1-32,Gevangenis,Suriname (Zuid-Amerika)$Paramaribo (stad)$Fort Zeelandia (Paramaribo),
NG-2015-4-1-33,Steiger KON.WI.MAIL,Suriname (Zuid-Amerika)$Paramaribo (stad)$Waterkant,
NG-2015-4-1-34,Vertrek van schepen der K.W.I.M,Suriname (Zuid-Amerika)$Paramaribo (stad)$Waterkant,
NG-2015-4-1-35,Depot der K.W.I.M.,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2015-4-1-36,Chineesch Hotel,Suriname (Zuid-Amerika)$Paramaribo (stad)$Steenbakkerstraat$Chinese Sociëteit,
NG-2015-4-1-37,Nonnenklooster binnenplaats,Suriname (Zuid-Amerika)$Paramaribo (stad)$Klooster De Voorzienigheid,
NG-2015-4-1-38,Willemschool van de Saramaccastraat,Suriname (Zuid-Amerika)$Paramaribo (stad)$Saramaccastraat$Willemschool,
NG-2015-4-1-39,Interieur hervormde kerk,Suriname (Zuid-Amerika)$Paramaribo (stad)$Hervormde Kerk (Paramaribo),
NG-2015-4-1-40,"Majellagesticht, kerk",Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2015-4-1-41,Hoogd. Isr. Herk,Suriname (Zuid-Amerika)$Paramaribo (stad)$Synagoge Neve Shalom,
NG-2015-4-1-42,Bouwdepartement,Suriname (Zuid-Amerika)$Paramaribo (stad)$Bouwdepartement,
NG-2015-4-1-43,Watermolenstraat,Suriname (Zuid-Amerika)$Paramaribo (stad)$Watermolenstraat,
NG-2015-4-1-44,Algemeene Steiger,Suriname (Zuid-Amerika)$Paramaribo (stad)$Waterkant,
NG-2015-4-1-45,Knuffelsgracht,Suriname (Zuid-Amerika)$Paramaribo (stad)$Knuffelsgracht,
NG-2015-4-1-46,Gouv.s Smedery,Suriname (Zuid-Amerika)$Paramaribo (stad)$Waterkant,
NG-2015-4-1-55,Albina,Suriname (Zuid-Amerika)$Albina,
NG-2015-4-1-56,Nickerie,Suriname (Zuid-Amerika)$Nieuw-Nickerie,
NG-2015-4-1-57,Station Domburg,Suriname (Zuid-Amerika)$Domburg (Suriname),
NG-2015-4-1-58,Usine Marienburg,Suriname (Zuid-Amerika)$Paramaribo (stad)$Mariënburg (Suriname),
NG-2015-4-1-59,"Pl. Brouwerslust, cacao",Suriname (Zuid-Amerika)$Plantage Brouwerslust,
NG-2015-4-1-60,Cacaonoten,Suriname (Zuid-Amerika)$Plantage Brouwerslust,
NG-2015-4-1-61,Vertrek naar de goudvelden,Suriname (Zuid-Amerika),
NG-2015-4-1-62,Lyfvisitatie in de goudvelden,Suriname (Zuid-Amerika),
NG-2015-4-1-63,"Berg en Daal, van de rivier",Suriname (Zuid-Amerika)$Plantage Berg en Dal,
NG-2015-4-1-64,"Hinterland, Berg en Daal",Suriname (Zuid-Amerika)$Berg en Dal (Suriname),
NG-2015-4-1-65,Kampen en goudhoudende kreek,Suriname (Zuid-Amerika),
NG-2015-4-1-66,Uitspuiten van een berghelling,Suriname (Zuid-Amerika),
NG-2015-4-1-67,Goudwinnen met de Longtom,Suriname (Zuid-Amerika),
NG-2015-4-1-68,Hydrauliseeren,Suriname (Zuid-Amerika),
NG-2015-4-1-69,Op weg naar Para,Suriname (Zuid-Amerika)$Para,
NG-2015-4-1-70,Post op Coronie,Suriname (Zuid-Amerika)$Coronie,
NG-2015-4-1-71,"Marrons en Nederlanders bij een heiligdom$Een Afgodstempel, Boschnegers",Suriname (Zuid-Amerika),
NG-2015-4-1-72,Ryst ontbolsteren,Suriname (Zuid-Amerika),
NG-2015-4-1-73,"Vier vrouwen van de Surinaamse Karaïben$Indiaansche vrouwen, Caraiben",Suriname (Zuid-Amerika),
NG-2015-4-1-74,"Arowakken$Groep Indiaanen, Arowakken",Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2015-4-1-75,Groep Hindostaanse contractarbeiders$Groep Coolies,Suriname (Zuid-Amerika),
NG-2015-4-1-76,"Twee broers, Marrons$Twee Broeders, Boschnegers",Suriname (Zuid-Amerika),
NG-2015-4-1-77,Groep Javanen,Suriname (Zuid-Amerika),
NG-2015-4-1-78,Chineesche familie,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2015-4-1-79,Gouverneur Akrosoe en staff,Suriname (Zuid-Amerika),
NG-2015-4-1-80,Gansee Zangers (boschnegers),Suriname (Zuid-Amerika)$Gansee,
NG-2015-4-1-81,Marktmeid,Suriname (Zuid-Amerika),
NG-2015-4-1-82,"Huis van Dr. van Ryn, Fort Zeelandia",Suriname (Zuid-Amerika)$Paramaribo (stad)$Fort Zeelandia (Paramaribo),
NG-2015-4-1-47,"Herrnhutterkerk, uitgang",Suriname (Zuid-Amerika)$Paramaribo (stad)$Grote Stadskerk,
NG-2015-4-1-48,Steenbakkersgracht,Suriname (Zuid-Amerika)$Paramaribo (stad)$Steenbakkersgracht,
NG-2015-4-1-49,Vogelvluchtperspectief Paramaribo,Suriname (Zuid-Amerika)$Paramaribo (stad)$Oranjestraat$Surinamerivier,
NG-2015-4-1-50,Vogelvluchtperspectief Paramaribo,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2015-4-1-51,"Krankzinnigengesticht, directeurswoning",Suriname (Zuid-Amerika)$Paramaribo (stad)$Wolfenbüttel (instelling),
NG-2015-4-1-52,Park en haven van het Gouvernementshotel,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2015-4-1-53,Wanicastraat,Suriname (Zuid-Amerika)$Paramaribo (stad)$Wanicastraat,
NG-2015-4-1-54,Optocht,Suriname (Zuid-Amerika)$Paramaribo (stad),
NG-2016-18-1-1,Opening luchtdienst Amsterdam-Paramaribo in 1949,Amsterdam$Paramaribo (stad),
NG-2016-18-1-2,Doosje horend bij de penning Opening luchtdienst Amsterdam-Paramaribo in 1949,,
NG-2011-18-28-93,Bezoek van premier Henck Arron aan de bevolking van Asidonopo na het uitroepen van de onafhankelijkheid,Suriname (Zuid-Amerika),
RP-F-2016-145,"Gezicht op Mäaboberg, Suriname",Maäbo Heuvel,
NG-2017-92,Vergadering Bigistone 3 december 1976,Suriname (Zuid-Amerika),
NG-2017-93,"Albina, borden schilderen, 27 december 1976",Albina,
NG-2017-94,"Mars, 28 december 1976",Suriname (Zuid-Amerika),
NG-2017-95,"Mars, 28 december 1976",Suriname (Zuid-Amerika),
NG-2017-96,"Mars, 29 december 1976",Suriname (Zuid-Amerika),
NG-2017-97,"Mars, 29 december 1976",Suriname (Zuid-Amerika),
NG-2017-99,"Mars, 30 december 1976",Paramaribo (stad),
NG-2017-100,"Mars, 30 december 1976",Suriname (Zuid-Amerika),
NG-2017-101,"Mars, 30 december 1976",Suriname (Zuid-Amerika),
NG-2017-102,Desi Bouterse tijdens persconferentie maart 1980 in de Memre Boekoe kazerne,Suriname (Zuid-Amerika),
NG-2017-105,Perskaart van Cary Markerink,Paramaribo (stad),
NG-2017-104,Manumissie van de tot slaaf gemaakte Christoffel$Manumissie van de slaafgemaakte Christoffel,Suriname (Zuid-Amerika),
NG-2017-98,"Mars, 29 december 1976",Suriname (Zuid-Amerika),
NG-2015-9-1-1,"Sokkel van gedenkstuk voor B. Boekhoudt, districts-commissaris van Nickerie in Suriname",Nickerie,
NG-2015-9-1-2,"Sokkel van het gedenkstuk voor B. Boekhoudt, districts-commissaris van Nickerie in Suriname",Nickerie,
NG-2015-9-1-3,"Beeld van het gedenkstuk voor B. Boekhoudt, districts-commissaris van Nickerie in Suriname",Nickerie,
RP-F-2010-75-1-1,Bananenbomen op Plantage Dordrecht$Bacovenveld No. 6. Suriname,Suriname (Zuid-Amerika)$Plantage Dordrecht,
RP-F-2010-75-1-2,Bananenbomen op Plantage Dordrecht$Jonge bacoven ± 6 maanden Pl. Dordrecht,Suriname (Zuid-Amerika)$Plantage Dordrecht,
RP-F-2010-75-2-1,Bananenbomen op Plantage Dordrecht$bacoven van ± 10 maanden Pl. Dordrecht,Suriname (Zuid-Amerika)$Plantage Dordrecht,
RP-F-2010-75-2-2,Bananenbomen op Plantage Dordrecht$doorgang in een veld van ± 11 maanden Pl. Dordrecht,Suriname (Zuid-Amerika)$Plantage Dordrecht,
RP-F-2010-75-3-1,Bananenbomen op Plantage Dordrecht$bacoven 11 à 12 maanden Pl. Dordrecht,Suriname (Zuid-Amerika)$Plantage Dordrecht,
RP-F-2010-75-3-2,Bananenbomen op Plantage Dordrecht$vruchtdragende bacoven Pl. Dordrecht,Suriname (Zuid-Amerika)$Plantage Dordrecht,
RP-F-2010-75-4-1,Bananenbomen en cacaobomen op Plantage Dordrecht$delvers in de vaart Dordrecht. Eene kant bijna vruchtdragende bacoven andere kant cacao,Suriname (Zuid-Amerika)$Plantage Dordrecht,
RP-F-2010-75-4-2,Graafwerkzaamheden op Plantage Dordrecht$werkzamheden aan duiker. Suriname,Suriname (Zuid-Amerika)$Plantage Dordrecht,
RP-F-2010-75-5-1,Graafwerkzaamheden op Plantage Dordrecht$Het modderen der sluiskreek. Suriname,Suriname (Zuid-Amerika)$Plantage Dordrecht,
RP-F-2010-75-5-2,Graafwerkzaamheden op Plantage Dordrecht$werkzaamheden der nieuwe duiker onder de vaart op Pl. Dordrecht,Suriname (Zuid-Amerika)$Plantage Dordrecht,
RP-F-2010-75-7-1,Bananenbomen op Plantage Peperpot$Jonge aanplant bacoven 2 à 3 maanden Peperpot,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-6-1,Directeurswoning op Plantage Dordrecht$Directeurswoning Pl. Dordrecht,Suriname (Zuid-Amerika)$Plantage Dordrecht,
RP-F-2010-75-6-2,Hospitaal op Plantage Dordrecht$Nieuwe hospitaal op pl. Dordrecht,Suriname (Zuid-Amerika)$Plantage Dordrecht,
RP-F-2010-75-7-2,Afbranden land,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-8-1,Afbranden land,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-8-2,Vaart,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-9-1,Controle van de bananentrossen$trossen Bacoven bij de laadplaats ten eende nagezien en daarna in de pont gebracht te worden / Peperpot,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-9-2,"Controle van de bananentrossen$Wijze waarop de bossen gedragen worden, beide bossen 1e kwaliteit. Peperpot",Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-10-1,Laden van de bananentrossen in een boot$Het laden der ponten. Peperpot,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-10-2,Transport van de bananentrossen in een boot$Half geladen pont; de loods met opzichterswoningen in de bovenverdieping in achtergrond. Peperpot,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-11-1,Woningen van de Javaanse werknemers$Javanen woningen van bovenaf gezien. Peperpot,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-11-2,Woningen van de Javaanse werknemers$Javanen Kampong. Weg tusschen twee rijen huizen. Peperpot,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-12-1,Directeurswoning$Directeurswoning met pontenhelling in front. Peperpot,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-12-2,Woningen van contractarbeiders$Koeliewoningen met in 't front een jong bacoven veld. Peperpot,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-13-1,Nieuwe vaartrens in Peperpot$Gezicht op de nieuwe vaartrens in Peperpot,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-13-2,"Surinaams hert$Surinaamsch hert, zich badende",Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-14-1,"Bananenbomen op Plantage Peperpot$Peperpot. vooraan jong veld 3e serie, verderop 2e serie waaruit men begint te kappen",Suriname (Zuid-Amerika)$Plantage Peperpot,
