recordnummer;objectnummer;titel;beschrijving;vervaardiger;datering.datum.start;datering.datum.eind;objectnaam;materiaal;classificatiecode;inhoud.classificatie.code;geografisch_trefwoord;inhoud.hoofdmotief.algemeen;inhoud.hoofdmotief.specifiek;inhoud.onderwerp;inhoud.persoon.naam;PID_data.URI;PID_werk.URI
675379;NG-2011-18-28-46;Portret van Desi Bouterse met een zonnebril;"";Mentzel, Vincent$NRC-Handelsblad BV;1987;1988;foto;PE-papier;"";44C34;Suriname (Zuid-Amerika);"";"";"";Bouterse, Desi Delano;https://data.rijksmuseum.nl/200103176;https://id.rijksmuseum.nl/200103176
675381;NG-2011-18-28-47;Portret van Desi Bouterse met een zonnebril en in legerkleding;"";Mentzel, Vincent$NRC-Handelsblad BV;1987;1988;foto;PE-papier;"";44C34;Suriname (Zuid-Amerika);"";"";"";Bouterse, Desi Delano;https://data.rijksmuseum.nl/200103177;https://id.rijksmuseum.nl/200103177
675383;NG-2011-18-28-48;Desi Bouterse tijdens een verkiezingstoespraak;"";Mentzel, Vincent$NRC-Handelsblad BV;1987-11-22;1987-11-22;foto;PE-papier;"";44C34;Suriname (Zuid-Amerika);"";"";"";Bouterse, Desi Delano;https://data.rijksmuseum.nl/200103178;https://id.rijksmuseum.nl/200103178
675385;NG-2011-18-28-49;Desi Bouterse tijdens een verkiezingstoespraak;"";Mentzel, Vincent;1987-11-22;1987-11-22;foto;PE-papier;"";44C34;Suriname (Zuid-Amerika);"";"";"";Bouterse, Desi Delano;https://data.rijksmuseum.nl/200103179;https://id.rijksmuseum.nl/200103179
675387;NG-2011-18-28-50;Desi Bouterse danst op straat op de Onafhankelijkheidsdag van Suriname in Paramaribo;"";Mentzel, Vincent;1980;2000;foto;PE-papier;"";44C34$43C9;Paramaribo (stad);"";"";"";Bouterse, Desi Delano;https://data.rijksmuseum.nl/200103180;https://id.rijksmuseum.nl/200103180
675393;NG-2011-18-28-51;Desi Bouterse en zijn manschappen in de Memre Boekoe-kazerne in Paramaribo;"";Mentzel, Vincent$NRC-Handelsblad BV;1987-12-04;1987-12-04;foto;PE-papier;"";44C34$45B;Paramaribo (stad);"";"";"";Bouterse, Desi Delano$Neede, Laurens;https://data.rijksmuseum.nl/200103181;https://id.rijksmuseum.nl/200103181
675402;NG-2011-18-28-52;Desi Bouterse dept zijn ogen droog achter een microfoon;"";Mentzel, Vincent;1980;1999;foto;PE-papier;"";44C34;Suriname (Zuid-Amerika);"";"";"";Bouterse, Desi Delano;https://data.rijksmuseum.nl/200103182;https://id.rijksmuseum.nl/200103182
675404;NG-2011-18-28-53;Desi Bouterse viert vermoedelijk een verkiezingsoverwinning;"";Mentzel, Vincent;1980;1999;foto;PE-papier;"";44C34;Suriname (Zuid-Amerika);"";"";"";Bouterse, Desi Delano;https://data.rijksmuseum.nl/200103183;https://id.rijksmuseum.nl/200103183
675406;NG-2011-18-28-54;Desi Bouterse danst op straat op de Onafhankelijkheidsdag van Suriname in Paramaribo;"";Mentzel, Vincent;1980;2000;foto;PE-papier;"";44C34$43C9;Paramaribo (stad);"";"";"";Bouterse, Desi Delano;https://data.rijksmuseum.nl/200103184;https://id.rijksmuseum.nl/200103184
675411;NG-2011-18-28-55;Desi Bouterse en Jules Wijdenbosch lachend op straat;"";Mentzel, Vincent$NRC-Handelsblad BV;1987;1987;foto;PE-papier;"";44C34;Suriname (Zuid-Amerika);"";"";"";Bouterse, Desi Delano$Wijdenbosch, Jules;https://data.rijksmuseum.nl/200103185;https://id.rijksmuseum.nl/200103185
675414;NG-2011-18-28-56;Man met een vogel in een kooi op straat in Suriname;"";Mentzel, Vincent$NRC-Handelsblad BV;1975;1975;foto;barietpapier;"";31D14$34B131;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103186;https://id.rijksmuseum.nl/200103186
675416;NG-2011-18-28-57;Kinderen en een vrouw in een opvang in Paramaribo$Kinderen en een vrouw in een opvang voor indianen in Paramaribo;Vier kinderen en een vrouw in een opvang speciaal voor nazaten van de oorspronkelijke bevolking van Suriname in Paramaribo.$;Mentzel, Vincent$NRC-Handelsblad BV;1976-07;1976-07;foto;barietpapier;"";44G382$32B344;Paramaribo (stad);oorspronkelijke bewoners van Zuid-Amerika;"";"";"";https://data.rijksmuseum.nl/200103187;https://id.rijksmuseum.nl/200103187
675422;NG-2011-18-28-58;Mannen in uniform en Marrons in Suriname;"";Mentzel, Vincent$NRC-Handelsblad BV;1975-07;1975-07;foto;barietpapier;"";45C21;Suriname (Zuid-Amerika);Marrons;"";"";"";https://data.rijksmuseum.nl/200103188;https://id.rijksmuseum.nl/200103188
675424;NG-2011-18-28-59;Vrouw bij de grenscontrole van een vliegveld in Suriname;"";Mentzel, Vincent$NRC-Handelsblad BV;1990;1990;foto;PE-papier;"";46C38$44D224;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103189;https://id.rijksmuseum.nl/200103189
675428;NG-2011-18-28-60;Vrouw doet de afwas in een open raam van een huis op de plantage Mariënburg;"";Mentzel, Vincent$NRC-Handelsblad BV;1975;1990;foto;barietpapier;"";31D13$41C269$41A3311;Plantage Mariënburg;"";"";"";"";https://data.rijksmuseum.nl/200103190;https://id.rijksmuseum.nl/200103190
675429;NG-2011-18-28-61;Twee vrouwen maken zichzelf buiten mooi voor huizen in Suriname;"";Mentzel, Vincent$NRC-Handelsblad BV;1975-07;1975-07;foto;barietpapier;"";31A513;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103191;https://id.rijksmuseum.nl/200103191
675430;NG-2011-18-28-62;Drie mannen en twee meisjes op een trap van een huis op de plantage Slootwijk in Suriname;"";Mentzel, Vincent$NRC-Handelsblad BV;1975-07;1975-07;foto;barietpapier;"";25K182$41A35;Slootwijk;"";"";"";"";https://data.rijksmuseum.nl/200103192;https://id.rijksmuseum.nl/200103192
675435;NG-2011-18-28-63;Portret van een onbekende vrouw met haar hand op een bijbel en in haar haar krulspelden;"";Mentzel, Vincent;1975;1990;foto;PE-papier;"";31D15$7;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103193;https://id.rijksmuseum.nl/200103193
675439;NG-2011-18-28-64;Man houdt een boor vast van het winnen van bauxiet door de Billiton Maatschappij in Suriname;"";Mentzel, Vincent$NRC-Handelsblad BV;1975-08-14;1975-08-14;foto;barietpapier;"";25D3$47C8;Suriname (Zuid-Amerika);"";"";"";Billiton Maatschappij;https://data.rijksmuseum.nl/200103194;https://id.rijksmuseum.nl/200103194
675445;NG-2011-18-28-65;Portret van een onbekende man met een zonnebril en twee tatoeages op zijn borst;"";Mentzel, Vincent$NRC-Handelsblad BV;1975-07;1975-07;foto;barietpapier;"";31D14$31A3112;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103195;https://id.rijksmuseum.nl/200103195
675447;NG-2011-18-28-66;Mannen aan het werk bij de winning van bauxiet door de Billiton Maatschappij in Suriname;"";Mentzel, Vincent$NRC-Handelsblad BV;1975-08-14;1975-08-14;foto;barietpapier;"";25D3$47C8;Suriname (Zuid-Amerika);"";"";"";Billiton Maatschappij;https://data.rijksmuseum.nl/200103196;https://id.rijksmuseum.nl/200103196
675451;NG-2011-18-28-67;Jongens en meisjes op straat in Suriname;"";Mentzel, Vincent$NRC-Handelsblad BV;1975-07;1975-07;foto;barietpapier;"";25I141;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103197;https://id.rijksmuseum.nl/200103197
675452;NG-2011-18-28-68;Dubbelportret van twee onbekende mannen in Suriname, één met een pijp en de ander met een pet op;"";Mentzel, Vincent$NRC-Handelsblad BV;1975-07;1975-07;foto;barietpapier;"";31D14$41C741$41D221(CAP);Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103198;https://id.rijksmuseum.nl/200103198
675459;NG-2011-18-28-69;Man aan het werk bij de winning van bauxiet door de Billiton Maatschappij in Suriname;"";Mentzel, Vincent$NRC-Handelsblad BV;1975-08-14;1975-08-14;foto;barietpapier;"";25D3$47C8;Suriname (Zuid-Amerika);"";"";"";Billiton Maatschappij;https://data.rijksmuseum.nl/200103199;https://id.rijksmuseum.nl/200103199
675461;NG-2011-18-28-70;Mannen voor liftschachten in een bauxietmijn van de Billiton Maatschappij in Suriname;"";Mentzel, Vincent$NRC-Handelsblad BV;1975-08-14;1975-08-14;foto;barietpapier;"";25D3$41A342;Suriname (Zuid-Amerika);"";"";"";Billiton Maatschappij;https://data.rijksmuseum.nl/200103200;https://id.rijksmuseum.nl/200103200
675467;NG-2011-18-28-71;Vrouw met een kind in Bigi Poika;"";Mentzel, Vincent$NRC-Handelsblad BV;1975-11-25;1975-11-25;foto;barietpapier;"";42B742;Bigi Poika;"";"";"";"";https://data.rijksmuseum.nl/200103201;https://id.rijksmuseum.nl/200103201
675488;NG-2011-18-28-72;Twee vrouwen voor een tijdelijk onderkomen voor Marrons in Paramaribo;"";Mentzel, Vincent$NRC-Handelsblad BV;1988-01-19;1988-01-19;foto;PE-papier;"";44G382$31D15;Paramaribo (stad);Marrons;"";"";"";https://data.rijksmuseum.nl/200103202;https://id.rijksmuseum.nl/200103202
675509;NG-2011-18-28-73;Portret van een naakte jongen in het water in Suriname;"";Mentzel, Vincent;1975;1990;foto;PE-papier;"";31D11221;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103203;https://id.rijksmuseum.nl/200103203
675511;NG-2011-18-28-74;Twee vrouwen in het water en een vrouw op de wortels van een mangrove in Suriname;"";Mentzel, Vincent;1975;1990;foto;PE-papier;"";31A2773$31D15;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103204;https://id.rijksmuseum.nl/200103204
675514;NG-2011-18-28-75;Henck Arron wordt onthaald door plaatselijke bewoners uit Asidonopo en Lantiwe tijdens een informatiecampagne over de naderende onafhankelijkheid van Suriname;"";Mentzel, Vincent;1975;1975-11-25;foto;barietpapier;"";44C34$46C5141;Suriname (Zuid-Amerika);"";"";"";Arron, Henck Alfonsius Eugène;https://data.rijksmuseum.nl/200103205;https://id.rijksmuseum.nl/200103205
675516;NG-2011-18-28-76;Gezicht op een werkplaats waar een treinlocomotief wordt gereviseerd in Suriname;"";Mentzel, Vincent$NRC-Handelsblad BV;1988;1988;foto;PE-papier;"";46C1511;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103206;https://id.rijksmuseum.nl/200103206
675535;NG-2011-18-28-77;Dubbelportret van een kapitein in uniform en een Marron voor huizen in het regenwoud van Suriname;"";Mentzel, Vincent$NRC-Handelsblad BV;1975-05-01;1975-05-01;foto;barietpapier;"";45C21$41A$25K15;Suriname (Zuid-Amerika);Marrons;"";"";"";https://data.rijksmuseum.nl/200103207;https://id.rijksmuseum.nl/200103207
675542;NG-2011-18-28-78;Gezicht op een brand in Paramaribo;"";Mentzel, Vincent;1975;1975;foto;barietpapier;"";41B4;Paramaribo (stad);"";"";"";"";https://data.rijksmuseum.nl/200103208;https://id.rijksmuseum.nl/200103208
675543;NG-2011-18-28-79;Gezicht op een brand in Paramaribo die wordt geblust;"";Mentzel, Vincent;1975;1975;foto;barietpapier;"";41B4$41B5;Paramaribo (stad);"";"";"";"";https://data.rijksmuseum.nl/200103209;https://id.rijksmuseum.nl/200103209
675544;NG-2011-18-28-80;Gezicht op een brand in Paramaribo die wordt geblust;"";Mentzel, Vincent;1975;1975;foto;barietpapier;"";41B4$41B5;Paramaribo (stad);"";"";"";"";https://data.rijksmuseum.nl/200103210;https://id.rijksmuseum.nl/200103210
675545;NG-2011-18-28-81;Gezicht op een landschap met water en bos in Suriname;"";Mentzel, Vincent;1975;2000;foto;PE-papier;"";25H$25K15;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103211;https://id.rijksmuseum.nl/200103211
675548;NG-2011-18-28-82;Gezicht op een marktkraam naast een kantoor van het Ministerie van Economische Zaken in Suriname;"";Mentzel, Vincent;1975;2000;foto;PE-papier;"";46B11;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103212;https://id.rijksmuseum.nl/200103212
675550;NG-2011-18-28-83;Vrouw met een wandelstok en een hoed op straat in Suriname;"";Mentzel, Vincent;1975;2000;foto;PE-papier;"";31D17$41D263$25I141;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103213;https://id.rijksmuseum.nl/200103213
675555;NG-2011-18-28-84;Gezicht op een vestiging van het Leger des Heils in Suriname met mensen op de stoep;"";Mentzel, Vincent;1975;2000;foto;PE-papier;"";"";Suriname (Zuid-Amerika);"";"";"";Leger des Heils;https://data.rijksmuseum.nl/200103214;https://id.rijksmuseum.nl/200103214
675557;NG-2011-18-28-85;Gezicht op Johan Adolf Pengel International Airport in Paramaribo met een kapot vliegtuig;"";Mentzel, Vincent;1975;2000;foto;PE-papier;"";46C38$46C36;Paramaribo (stad);"";"";"";"";https://data.rijksmuseum.nl/200103215;https://id.rijksmuseum.nl/200103215
675560;NG-2011-18-28-86;Jongen die op straat sigaretten verkoopt in Suriname;"";Mentzel, Vincent;1975;2000;foto;PE-papier;"";46B221$41C743;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103216;https://id.rijksmuseum.nl/200103216
675562;NG-2011-18-28-87;Gezicht op een straat in Suriname met een spandoek met een oproep om te werken bij het houtbedrijf Suhim;"";Mentzel, Vincent;1975;2000;foto;PE-papier;"";25I141;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103217;https://id.rijksmuseum.nl/200103217
675564;NG-2011-18-28-88;Gezicht op een winkel in Suriname met mensen zittend op de stoep;"";Mentzel, Vincent;1975;2000;foto;PE-papier;"";25I141$46B13;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103218;https://id.rijksmuseum.nl/200103218
675566;NG-2011-18-28-89;Portret van een meisje aan het water in Suriname;"";Mentzel, Vincent;1975;2000;foto;PE-papier;"";31D11222;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200103219;https://id.rijksmuseum.nl/200103219
675568;NG-2011-18-28-90;Verkiezingsbijeenkomst van de Nationale Democratische Partij in Albina;"";Mentzel, Vincent$NRC-Handelsblad BV;1996;1996;foto;PE-papier;"";44B161;Albina;"";"";"";"";https://data.rijksmuseum.nl/200103220;https://id.rijksmuseum.nl/200103220
675572;NG-2011-18-28-91;Gezicht op Johan Adolf Pengel International Airport in Paramaribo met een kapot vliegtuig;"";Mentzel, Vincent;1975;2000;foto;PE-papier;"";46C38$46C36;Paramaribo (stad);"";"";"";"";https://data.rijksmuseum.nl/200103221;https://id.rijksmuseum.nl/200103221
675577;NG-2011-18-28-92;Gezicht op een huis aan de Kwattaweg in Paramaribo met een man die kijkt door een open raam;"";Mentzel, Vincent$NRC-Handelsblad BV;1992;1992;foto;PE-papier;"";41A3311$41A;Paramaribo (stad)$Kwattaweg;"";"";"";"";https://data.rijksmuseum.nl/200103222;https://id.rijksmuseum.nl/200103222
678130;RP-T-BR-2017-1-5-19;Halsbandcotinga (Cotinga cayana);Halsbandcotinga, uit Suriname. Genummerd rechtsboven: 14. Onderdeel van het derde album met tekeningen van vogels. Vijfde van twaalf albums met tekeningen van dieren, vogels en planten bekend rond 1600, gemaakt in opdracht van keizer Rudolf II. Met toelichting in Nederlands, Latijn en Frans.;Boodt, Anselmus Boëtius de;1596;1610;tekening;papier$waterverf$dekverf$potlood$krijt$inkt;"";25F32(SPANGLED COTINGA);"";"";"";"";"";https://data.rijksmuseum.nl/200694704;https://id.rijksmuseum.nl/200694704
678721;RP-F-2016-46-10;Hindostaanse jongen op een erf in Paramaribo$Willem Diepraam Monografie;"";Diepraam, Willem$Diepraam, Willem;1973;2001;foto;barietpapier;"";61B113;Paramaribo (stad);"";"";"";"";https://data.rijksmuseum.nl/200695281;https://id.rijksmuseum.nl/200695281
679979;NG-2015-4-19;Vogelvluchtperspectief Paramaribo$;"";"";1882;1902;foto;fotodrager;"";"";Suriname (Zuid-Amerika);Marrons;"";"";"";https://data.rijksmuseum.nl/200696288;https://id.rijksmuseum.nl/200696288
679989;NG-2015-4-1-1;Fotoportret van een gekleurde man, waarschijnlijk Charles Douglas.;Charles Douglas bood Dr. Van Rijn het fotoalbum aan als blijk van waardering. Waarschijnlijk doelde hij hiermee op de verzorging van zijn vrouw, Henrietta Jacoba Arlaud, die kort voor het vertrek van Van Rijn op 42 jarige leeftijd in Paramaribo overleed.;Chapman, C.J.;1898;1902;foto;fotodrager$karton;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Nickerie$Albina$Mariënburg (Suriname)$Plantage Brouwerslust$Para$Coronie;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696298;https://id.rijksmuseum.nl/200696298
680029;RP-F-2016-139-116;Straat in Suriname;"";Diepraam, Willem$Diepraam, Willem;1974;1986;foto;barietpapier;"";25I141$61B113;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200110032;https://id.rijksmuseum.nl/200110032
680030;RP-F-2016-139-117;Paramaribo;In de kroeg;Diepraam, Willem$Diepraam, Willem;1974;1976;foto;barietpapier;"";61B113$43B31;Paramaribo (stad);"";"";"";"";https://data.rijksmuseum.nl/200110033;https://id.rijksmuseum.nl/200110033
680048;RP-F-2016-139-131;Suriname, Popti Djari;"";Diepraam, Willem$Diepraam, Willem;1974;1976;foto;barietpapier;"";61B111$34B11$25I241;Suriname (Zuid-Amerika);"";"";"";"";https://data.rijksmuseum.nl/200112272;https://id.rijksmuseum.nl/200112272
680302;NG-2015-4-1-2;Gouvernements-Hotel;"";Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Gouvernements Hotel;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696538;https://id.rijksmuseum.nl/200696538
680304;NG-2015-4-1-3;Gezicht op de haven van Paramaribo, Koffiewaag, K.W.I.M..ST;"";Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";Koninklijke West-Indische Maildienst;https://data.rijksmuseum.nl/200696540;https://id.rijksmuseum.nl/200696540
680305;NG-2015-4-1-4;Gezicht op de haven van Paramaribo, Koffiewaag, K.W.I.M..ST;"";Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";Koninklijke West-Indische Maildienst;https://data.rijksmuseum.nl/200696541;https://id.rijksmuseum.nl/200696541
680306;NG-2015-4-1-5;Gezicht op haven van Paramaribo;"";Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696542;https://id.rijksmuseum.nl/200696542
680307;NG-2015-4-1-6;Gezicht op haven van Paramaribo;"";Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696543;https://id.rijksmuseum.nl/200696543
680317;NG-2015-4-1-7;Hoek Gravenstraat en Gouvernementplein;"";Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Gravenstraat (Paramaribo)$Gouvernementsplein;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696553;https://id.rijksmuseum.nl/200696553
680318;NG-2015-4-1-8;Gouvernementstuin;"";Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696554;https://id.rijksmuseum.nl/200696554
680319;NG-2015-4-1-9;Gouvernementstuin;"";Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696555;https://id.rijksmuseum.nl/200696555
680320;NG-2015-4-1-10;Grote Combéweg;"";Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Grote Combéweg;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696556;https://id.rijksmuseum.nl/200696556
680321;NG-2015-4-1-11;Gouvernementsplein, Parade;"";Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Gouvernementsplein;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696557;https://id.rijksmuseum.nl/200696557
680322;NG-2015-4-1-12;Officierswoningen, Fort Zeelandia;"";Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Fort Zeelandia (Paramaribo);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696558;https://id.rijksmuseum.nl/200696558
680323;NG-2015-4-1-13;Gouvernements Hotel, optocht d. Goudindustrie;"";Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Gouvernements Hotel;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696559;https://id.rijksmuseum.nl/200696559
680324;NG-2015-4-1-14;Fort Zeelandia, Kazerne;"";Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Fort Zeelandia (Paramaribo);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696560;https://id.rijksmuseum.nl/200696560
680325;NG-2015-4-1-15;Parkgebouw;De buitensociëteit 'Het Park' in Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Het Park;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696561;https://id.rijksmuseum.nl/200696561
680326;NG-2015-4-1-16;R.K. Kerk, Gravenstraat;Sint-Petrus-en-Pauluskathedraal aan de Gravenstraat te Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Gravenstraat (Paramaribo)$Sint-Petrus-en-Pauluskathedraal;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696562;https://id.rijksmuseum.nl/200696562
680327;NG-2015-4-1-17;Gouvernementsgebouwen, plein;Het Gouvernementspaleis aan het Gouvernementsplein in Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Gouvernementspaleis$Gouvernementsplein;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696563;https://id.rijksmuseum.nl/200696563
680328;NG-2015-4-1-18;Heerenstraat, hoek Oranjestraat;Heerenstraat, hoek Oranjestraat met het gebouw van het Ministerie van Financiën, Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Heerenstraat (Paramaribo)$Oranjestraat$Onafhankelijkheidsplein;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696564;https://id.rijksmuseum.nl/200696564
680329;NG-2015-4-1-19;Militair hospitaal, apotheek;Het Militair Hospitaal (nu 's Lands hospitaal), Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";49G4$45C72;Suriname (Zuid-Amerika)$Paramaribo (stad)$'s Lands Hospitaal;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696565;https://id.rijksmuseum.nl/200696565
680330;NG-2015-4-1-20;Militair hospitaal, staff 1899;Staf poseerend op de trap van het Militair hospitaal (nu 's Lands Hospitaal), 1899.;Muller, Julius Eduard$Chapman, C.J.;1899;1899;foto;"";"";45C72$49G4;Suriname (Zuid-Amerika)$Paramaribo (stad)$'s Lands Hospitaal;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696566;https://id.rijksmuseum.nl/200696566
680331;NG-2015-4-1-21;Krankzinnigengesticht, binnenplaats;Het krankzinnigengesticht Wolfenbüttel, bij Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";49G52;Suriname (Zuid-Amerika)$Paramaribo (stad)$Plantage Wolfenbuttel$Wolfenbüttel (instelling);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696567;https://id.rijksmuseum.nl/200696567
680332;NG-2015-4-1-22;Krankzinnigengesticht, achterzyde;Het krankzinnigengesticht Wolfenbüttel, bij Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";49G52;Suriname (Zuid-Amerika)$Paramaribo (stad)$Wolfenbüttel (instelling);Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696568;https://id.rijksmuseum.nl/200696568
680333;NG-2015-4-1-23;Militair hospitaal;Het Militair Hospitaal (nu 's Lands hospitaal), Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";49G4;Suriname (Zuid-Amerika)$Paramaribo (stad)$'s Lands Hospitaal;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696569;https://id.rijksmuseum.nl/200696569
680334;NG-2015-4-1-24;Garnizoens Apotheek;Het Garnizoens Apotheek, bij het Militair Hospitaal (nu 's Lands hospitaal), Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";49G82;Suriname (Zuid-Amerika)$Paramaribo (stad)$'s Lands Hospitaal;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696570;https://id.rijksmuseum.nl/200696570
680335;NG-2015-4-1-25;Tamarindelaan;Tamarindelaan met aan weerszijden bomen, Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Tamarindelaan;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696571;https://id.rijksmuseum.nl/200696571
680336;NG-2015-4-1-26;Norderkerkstraat & Surinaamsche Bank;Noorderkerkstraat en het gebouw van de Surinaamsche Bank, Paramaribo.;Muller, Julius Eduard$Chapman, C.J.;1898;1902;foto;"";"";46B53;Suriname (Zuid-Amerika)$Paramaribo (stad)$Noorderkerkstraat$Gravenstraat (Paramaribo)$Surinaamsche Bank, De;Marrons$militair hospitaal$ziekenhuis$officier van gezondheid;"";"";"";https://data.rijksmuseum.nl/200696572;https://id.rijksmuseum.nl/200696572
